0.000000,1.000000,121.116365,1.000000,0.003247,0.300000,full_history,avg_tracking,pt_value_func
0.000000,1.000000,121.119927,1.000000,0.003248,0.001000,full_history,q_learning,pt_value_func
0.000000,1.000000,122.692052,1.000000,0.058023,0.001000,full_history,avg_tracking,tanh
0.000000,1.000000,123.160512,1.000000,0.002668,0.010000,full_history,avg_tracking,identity
0.000000,1.000000,122.701213,1.000000,0.058018,0.001000,full_history,q_learning,tanh
0.000000,2.000000,118.965264,1.000000,0.049953,1.000000,full_history,q_learning,tanh
0.000000,2.000000,119.589907,1.000000,0.002271,1.000000,full_history,q_learning,identity
0.000000,3.000000,112.606697,0.000450,1.000000,0.010000,full_history,avg_tracking,identity
0.000000,3.000000,112.700491,0.000376,1.000000,0.300000,stateless,avg_tracking,identity
0.000000,3.000000,112.466260,0.000479,0.927897,1.000000,full_history,q_learning,identity
0.000000,3.000000,114.405054,0.010779,1.000000,1.000000,full_history,q_learning,tanh
0.000000,4.000000,78.495393,0.151947,0.012941,0.827335,full_history,q_learning,pt_value_func
0.000000,4.000000,79.696998,0.145267,0.016630,0.001000,stateless,avg_tracking,pt_value_func
0.000000,4.000000,79.850175,0.140985,0.016437,0.001000,full_history,avg_tracking,pt_value_func
0.000000,4.000000,79.960887,0.181198,0.011896,0.818800,latest_outcome,q_learning,pt_value_func
0.000000,4.000000,81.632855,0.154161,0.016252,0.001000,latest_outcome,avg_tracking,pt_value_func
0.000000,5.000000,102.344474,0.007409,0.091402,0.001000,full_history,avg_tracking,pt_value_func
0.000000,5.000000,103.022816,0.006849,0.103196,0.001000,stateless,avg_tracking,pt_value_func
0.000000,5.000000,102.344565,0.007420,0.091307,0.001000,full_history,q_learning,pt_value_func
0.000000,6.000000,134.089207,0.863859,0.030277,0.001000,stateless,avg_tracking,tanh
0.000000,6.000000,133.526044,1.000000,0.030294,0.758401,full_history,q_learning,tanh
0.000000,6.000000,133.762955,1.000000,0.001317,0.754870,full_history,q_learning,identity
0.000000,6.000000,134.807673,0.892337,0.027354,0.300000,full_history,avg_tracking,tanh
0.000000,6.000000,134.886378,0.910258,0.001197,0.001000,full_history,avg_tracking,identity
0.000000,6.000000,134.940077,1.000000,0.001326,0.010000,stateless,avg_tracking,pt_value_func
0.000000,6.000000,135.450148,0.002779,1.000000,0.010000,latest_outcome,avg_tracking,tanh
0.000000,6.000000,135.493861,0.000545,0.198400,0.010000,latest_outcome,avg_tracking,identity
0.000000,6.000000,135.700796,0.300010,0.002139,0.010000,stateless,avg_tracking,identity
0.000000,6.000000,135.836276,1.000000,0.001168,0.300000,full_history,avg_tracking,pt_value_func
0.000000,6.000000,135.018700,1.000000,0.018567,0.857646,latest_outcome,q_learning,tanh
0.000000,6.000000,135.500443,0.001091,0.100932,0.001000,latest_outcome,q_learning,identity
0.000000,6.000000,135.540129,1.000000,0.001300,0.302839,full_history,q_learning,pt_value_func
0.000000,7.000000,84.663145,0.010718,0.138006,0.001000,stateless,avg_tracking,identity
0.000000,7.000000,86.036790,0.014055,0.116799,0.010000,full_history,avg_tracking,identity
0.000000,7.000000,85.248598,0.128790,0.015034,0.923601,full_history,q_learning,pt_value_func
0.000000,7.000000,85.459243,0.034513,1.000000,0.662049,full_history,q_learning,tanh
0.000000,7.000000,86.036428,0.014936,0.109858,0.076168,full_history,q_learning,identity
0.000000,8.000000,114.436366,0.082585,0.014570,1.000000,latest_outcome,q_learning,pt_value_func
0.000000,8.000000,116.893781,0.022026,0.062478,0.010000,latest_outcome,avg_tracking,pt_value_func
0.000000,8.000000,116.623071,0.041885,0.025989,1.000000,full_history,q_learning,pt_value_func
0.000000,8.000000,117.806913,0.009359,0.112263,0.010000,full_history,avg_tracking,pt_value_func
0.000000,8.000000,117.806913,0.009359,0.112263,0.010000,stateless,avg_tracking,pt_value_func
0.000000,9.000000,55.080260,0.018009,0.222970,0.001000,full_history,avg_tracking,pt_value_func
