0,1,0.00904225,0.49,0.63,0.7,0.003,0.003,latest_outcome,q_learning,pt_value_func
0,1,0.008355,0.62,0.54,0.7,0.003,0,latest_outcome,avg_tracking,pt_value_func
0,1,0.00858075,0.47,0.49,0.1,0.01,0.003,full_history,q_learning,pt_value_func
0,1,0.016921,0.46,0.41,0.7,0.003,0,full_history,avg_tracking,identity
0,1,0.0172895,0.5,0.39,0.7,0.003,0.0001,latest_outcome,q_learning,identity
0,1,0.00834675,0.52,0.57,0.7,0.003,0,full_history,avg_tracking,pt_value_func
0,1,0.0177085,0.55,0.58,0.7,0.003,0.0003,full_history,q_learning,identity
0,1,0.0176055,0.65,0.52,0.7,0.003,0,latest_outcome,avg_tracking,identity
0,2,0.021321,0.61,0.57,0.7,0.003,0.001,latest_outcome,q_learning,pt_value_func
0,2,0.020403,0.65,0.62,0.7,0.003,0,latest_outcome,avg_tracking,pt_value_func
0,2,0.0219845,0.58,0.56,0.7,0.003,0.003,full_history,q_learning,pt_value_func
0,2,0.0337335,0.56,0.51,0.7,0.003,0,full_history,avg_tracking,identity
0,2,0.03291975,0.65,0.64,0.5,0.01,0.1,latest_outcome,q_learning,identity
0,2,0.0213465,0.52,0.55,0.7,0.003,0,full_history,avg_tracking,pt_value_func
0,2,0.033539,0.48,0.46,0.7,0.003,0.0001,full_history,q_learning,identity
0,2,0.0313115,0.71,0.81,0.5,0.01,0,latest_outcome,avg_tracking,identity
0,3,0.0524685,0.49,0.44,0.001,0.0001,0.03,latest_outcome,q_learning,pt_value_func
0,3,0.052905,0.58,0.57,0.003,0.001,0,latest_outcome,avg_tracking,pt_value_func
0,3,0.052757,0.56,0.46,0.0001,0.003,0.001,full_history,q_learning,pt_value_func
0,3,0.0144945,0.28,0.21,0.0003,0.5,0,full_history,avg_tracking,identity
0,3,0.0127065,0.31,0.19,0.003,0.1,0.01,latest_outcome,q_learning,identity
0,3,0.053426,0.55,0.48,0.03,0.0001,0,full_history,avg_tracking,pt_value_func
0,3,0.0147345,0.37,0.21,0.0003,0.5,0.01,full_history,q_learning,identity
0,3,0.0136355,0.41,0.28,0.003,0.1,0,latest_outcome,avg_tracking,identity
0,4,0.0166715,0.94,0.88,0.5,0.03,0.1,latest_outcome,q_learning,pt_value_func
0,4,0.01654075,0.68,0.96,0.7,0.01,0,latest_outcome,avg_tracking,pt_value_func
0,4,0.01590125,0.65,0.84,0.7,0.01,0.1,full_history,q_learning,pt_value_func
0,4,0.0175665,0.97,1.0,0.7,0.03,0,full_history,avg_tracking,identity
0,4,0.01643775,0.92,1.0,0.7,0.03,0.01,latest_outcome,q_learning,identity
0,4,0.0156475,0.85,0.76,0.7,0.01,0,full_history,avg_tracking,pt_value_func
0,4,0.0178515,0.96,1.0,0.7,0.03,0.0003,full_history,q_learning,identity
0,4,0.016458,0.87,0.94,0.7,0.03,0,latest_outcome,avg_tracking,identity
0,5,0.0114215,0.93,0.8,0.5,0.01,0.003,latest_outcome,q_learning,pt_value_func
0,5,0.01146175,0.97,1.0,0.7,0.01,0,latest_outcome,avg_tracking,pt_value_func
0,5,0.012303,0.94,0.98,0.5,0.01,0.003,full_history,q_learning,pt_value_func
0,5,0.015155,0.56,0.58,0.7,0.01,0,full_history,avg_tracking,identity
0,5,0.0122995,0.68,0.85,0.7,0.01,0.01,latest_outcome,q_learning,identity
0,5,0.01238575,0.69,0.53,0.5,0.01,0,full_history,avg_tracking,pt_value_func
0,5,0.01514275,0.88,1.0,0.7,0.01,0.003,full_history,q_learning,identity
0,5,0.01389675,0.77,0.99,0.7,0.01,0,latest_outcome,avg_tracking,identity
0,6,0.00657525,0.51,0.48,0.01,0.001,0.5,latest_outcome,q_learning,pt_value_func
0,6,0.0063615,0.54,0.5,0.003,0.001,0,latest_outcome,avg_tracking,pt_value_func
0,6,0.006277,0.46,0.47,0.001,0.0001,0.0003,full_history,q_learning,pt_value_func
0,6,0.0059905,0.44,0.44,0.001,0.03,0,full_history,avg_tracking,identity
0,6,0.006001,0.48,0.38,0.001,0.03,0.03,latest_outcome,q_learning,identity
0,6,0.00653825,0.54,0.41,0.0001,0.0001,0,full_history,avg_tracking,pt_value_func
0,6,0.00604375,0.54,0.41,0.0003,0.03,0.01,full_history,q_learning,identity
0,6,0.0058395,0.52,0.54,0.003,0.01,0,latest_outcome,avg_tracking,identity
0,7,0.013509,0.98,0.99,0.5,0.03,0.0001,latest_outcome,q_learning,pt_value_func
0,7,0.01297325,0.9,0.94,0.5,0.03,0,latest_outcome,avg_tracking,pt_value_func
0,7,0.011977,0.86,0.96,0.7,0.01,0.0001,full_history,q_learning,pt_value_func
0,7,0.0145685,0.98,1.0,0.7,0.03,0,full_history,avg_tracking,identity
0,7,0.0134125,0.92,1.0,0.7,0.03,0.0003,latest_outcome,q_learning,identity
0,7,0.01392475,0.97,1.0,0.7,0.01,0,full_history,avg_tracking,pt_value_func
0,7,0.015112,0.94,1.0,0.7,0.03,0.0003,full_history,q_learning,identity
0,7,0.013426,0.94,0.96,0.7,0.03,0,latest_outcome,avg_tracking,identity
0,8,0.01204175,0.76,0.98,0.5,0.01,0.003,latest_outcome,q_learning,pt_value_func
0,8,0.0121165,0.66,0.72,0.5,0.01,0,latest_outcome,avg_tracking,pt_value_func
0,8,0.01397275,0.85,0.79,0.5,0.01,0.01,full_history,q_learning,pt_value_func
0,8,0.02016175,0.65,0.77,0.7,0.01,0,full_history,avg_tracking,identity
0,8,0.016553,0.97,0.92,0.7,0.01,0.01,latest_outcome,q_learning,identity
0,8,0.014673,0.69,0.81,0.5,0.01,0,full_history,avg_tracking,pt_value_func
0,8,0.0197965,0.92,1.0,0.7,0.01,0.01,full_history,q_learning,identity
0,8,0.015198,0.72,0.99,0.7,0.01,0,latest_outcome,avg_tracking,identity
0,9,0.00237825,0.9,1.0,0.7,0.03,0.0003,latest_outcome,q_learning,pt_value_func
0,9,0.00234625,0.97,1.0,0.5,0.1,0,latest_outcome,avg_tracking,pt_value_func
0,9,0.00259275,0.96,1.0,0.7,0.03,0.03,full_history,q_learning,pt_value_func
0,9,0.00278175,0.98,1.0,0.7,0.03,0,full_history,avg_tracking,identity
0,9,0.0025115,0.97,1.0,0.7,0.1,0.003,latest_outcome,q_learning,identity
0,9,0.002631,0.95,1.0,0.7,0.03,0,full_history,avg_tracking,pt_value_func
0,9,0.00292525,0.91,1.0,0.7,0.1,0.001,full_history,q_learning,identity
0,9,0.00246725,0.94,0.99,0.7,0.1,0,latest_outcome,avg_tracking,identity
0,10,0.0262255,0.6,0.51,0.0001,0.01,0.1,latest_outcome,q_learning,pt_value_func
0,10,0.02694325,0.49,0.51,0.0001,0.1,0,latest_outcome,avg_tracking,pt_value_func
0,10,0.0266445,0.45,0.49,0.0001,0.03,0.1,full_history,q_learning,pt_value_func
0,10,0.0091865,0.51,0.38,0.001,0.1,0,full_history,avg_tracking,identity
0,10,0.00827575,0.51,0.44,0.0003,0.7,0.03,latest_outcome,q_learning,identity
0,10,0.025986,0.51,0.5,0.0001,0.0001,0,full_history,avg_tracking,pt_value_func
0,10,0.009427,0.51,0.42,0.001,0.1,0.01,full_history,q_learning,identity
0,10,0.00865775,0.48,0.3,0.0003,0.7,0,latest_outcome,avg_tracking,identity
0,11,0.00095925,0.98,1.0,0.7,0.5,0.0003,latest_outcome,q_learning,pt_value_func
0,11,0.0011745,0.95,1.0,0.7,0.7,0,latest_outcome,avg_tracking,pt_value_func
0,11,0.0006165,0.97,1.0,0.7,0.7,0.003,full_history,q_learning,pt_value_func
0,11,0.0006315,0.95,1.0,0.7,0.7,0,full_history,avg_tracking,identity
0,11,0.0013025,0.93,1.0,0.7,0.7,0.0001,latest_outcome,q_learning,identity
0,11,0.00062925,0.88,1.0,0.7,0.5,0,full_history,avg_tracking,pt_value_func
0,11,0.00085425,0.97,1.0,0.7,0.7,0.001,full_history,q_learning,identity
0,11,0.00126025,0.94,1.0,0.7,0.7,0,latest_outcome,avg_tracking,identity
0,12,0.013491,0.95,0.86,0.7,0.01,0.1,latest_outcome,q_learning,pt_value_func
0,12,0.013002,0.71,0.85,0.5,0.01,0,latest_outcome,avg_tracking,pt_value_func
0,12,0.016007,0.62,0.77,0.5,0.01,0.0003,full_history,q_learning,pt_value_func
0,12,0.01692175,0.84,0.89,0.7,0.01,0,full_history,avg_tracking,identity
0,12,0.01531475,0.93,0.81,0.7,0.01,0.1,latest_outcome,q_learning,identity
0,12,0.01631775,0.79,0.65,0.5,0.01,0,full_history,avg_tracking,pt_value_func
0,12,0.016666,0.67,0.72,0.7,0.01,0.003,full_history,q_learning,identity
0,12,0.01373375,0.66,0.82,0.7,0.01,0,latest_outcome,avg_tracking,identity
1,1,0.01368575,0.57,0.57,0.1,0.0003,0.0001,latest_outcome,q_learning,pt_value_func
1,1,0.01412825,0.51,0.44,0.5,0.0003,0,latest_outcome,avg_tracking,pt_value_func
1,1,0.0143575,0.56,0.58,0.01,0.0001,0.0003,full_history,q_learning,pt_value_func
1,1,0.01446325,0.51,0.49,0.0001,0.03,0,full_history,avg_tracking,identity
1,1,0.014294,0.5,0.5,0.0001,0.003,0.0003,latest_outcome,q_learning,identity
1,1,0.014058,0.51,0.56,0.0003,0.01,0,full_history,avg_tracking,pt_value_func
1,1,0.01409575,0.45,0.52,0.0003,0.001,0.001,full_history,q_learning,identity
1,1,0.01415175,0.53,0.41,0.01,0.0001,0,latest_outcome,avg_tracking,identity
1,2,0.0084655,0.58,0.42,0.01,0.0001,0.01,latest_outcome,q_learning,pt_value_func
1,2,0.00816,0.57,0.44,0.003,0.001,0,latest_outcome,avg_tracking,pt_value_func
1,2,0.008416,0.54,0.49,0.003,0.0001,0.001,full_history,q_learning,pt_value_func
1,2,0.00858325,0.52,0.42,0.7,0.0001,0,full_history,avg_tracking,identity
1,2,0.00857425,0.49,0.45,0.0003,0.001,0.5,latest_outcome,q_learning,identity
1,2,0.0085685,0.57,0.52,0.03,0.0003,0,full_history,avg_tracking,pt_value_func
1,2,0.00818225,0.47,0.5,0.0001,0.003,0.0001,full_history,q_learning,identity
1,2,0.0084135,0.49,0.52,0.1,0.0001,0,latest_outcome,avg_tracking,identity
1,3,0.0212555,0.41,0.42,0.5,0.003,0.03,latest_outcome,q_learning,pt_value_func
1,3,0.02139925,0.62,0.43,0.1,0.003,0,latest_outcome,avg_tracking,pt_value_func
1,3,0.02080675,0.49,0.42,0.1,0.003,0.001,full_history,q_learning,pt_value_func
1,3,0.020631,0.47,0.44,0.03,0.001,0,full_history,avg_tracking,identity
1,3,0.02101275,0.6,0.42,0.7,0.001,0.001,latest_outcome,q_learning,identity
1,3,0.02101925,0.51,0.53,0.5,0.003,0,full_history,avg_tracking,pt_value_func
1,3,0.021027,0.45,0.5,0.1,0.001,0.1,full_history,q_learning,identity
1,3,0.02054,0.42,0.5,0.5,0.001,0,latest_outcome,avg_tracking,identity
1,4,0.0088685,0.54,0.45,0.5,0.0003,0.7,latest_outcome,q_learning,pt_value_func
1,4,0.0086605,0.54,0.53,0.001,0.0003,0,latest_outcome,avg_tracking,pt_value_func
1,4,0.008439,0.56,0.52,0.0001,0.001,0.0001,full_history,q_learning,pt_value_func
1,4,0.0087605,0.53,0.51,0.003,0.0003,0,full_history,avg_tracking,identity
1,4,0.0088765,0.51,0.54,0.0003,0.0003,0.03,latest_outcome,q_learning,identity
1,4,0.00880875,0.54,0.54,0.5,0.0001,0,full_history,avg_tracking,pt_value_func
1,4,0.008775,0.45,0.48,0.0001,0.0001,0.7,full_history,q_learning,identity
1,4,0.00890075,0.54,0.39,0.0003,0.0001,0,latest_outcome,avg_tracking,identity
1,5,0.01687,0.47,0.52,0.1,0.0001,0.0001,latest_outcome,q_learning,pt_value_func
1,5,0.0169305,0.48,0.52,0.7,0.001,0,latest_outcome,avg_tracking,pt_value_func
1,5,0.01663575,0.51,0.41,0.001,0.001,0.03,full_history,q_learning,pt_value_func
1,5,0.016254,0.39,0.51,0.5,0.001,0,full_history,avg_tracking,identity
1,5,0.016138,0.41,0.53,0.5,0.001,0.1,latest_outcome,q_learning,identity
1,5,0.01675775,0.5,0.47,0.5,0.003,0,full_history,avg_tracking,pt_value_func
1,5,0.01689575,0.54,0.61,0.5,0.001,0.01,full_history,q_learning,identity
1,5,0.01672275,0.45,0.5,0.0001,0.001,0,latest_outcome,avg_tracking,identity
1,6,0.118527,0.57,0.41,0.03,0.003,0.0003,latest_outcome,q_learning,pt_value_func
1,6,0.12115175,0.32,0.4,0.03,0.003,0,latest_outcome,avg_tracking,pt_value_func
1,6,0.1190365,0.36,0.18,0.0001,0.5,0.001,full_history,q_learning,pt_value_func
1,6,0.11313175,0.6,0.6,0.01,0.003,0,full_history,avg_tracking,identity
1,6,0.11000975,0.47,0.39,0.01,0.003,0.001,latest_outcome,q_learning,identity
1,6,0.12202125,0.49,0.47,0.03,0.003,0,full_history,avg_tracking,pt_value_func
1,6,0.11404025,0.32,0.23,0.01,0.003,0.01,full_history,q_learning,identity
1,6,0.1102475,0.55,0.54,0.01,0.003,0,latest_outcome,avg_tracking,identity
