0.000000,1.000000,1.000000,0.010623,0.325599
0.000000,2.000000,1.000000,0.024952,1.000000
0.000000,3.000000,0.000422,0.996894,0.181820
0.000000,4.000000,0.149815,0.014893,0.354915
0.000000,5.000000,0.007257,0.094600,0.000002
0.000000,6.000000,0.835786,0.092528,0.214050
0.000000,7.000000,0.027833,0.202005,0.178070
0.000000,8.000000,0.061454,0.034603,0.726045
0.000000,9.000000,0.027275,0.223769,0.099513
0.000000,10.000000,0.144398,0.039796,1.000000
0.000000,11.000000,0.547582,0.227620,0.169762
0.000000,12.000000,0.003361,0.274093,0.000055
1.000000,1.000000,1.000000,0.005406,0.000002
1.000000,2.000000,0.180046,0.004093,0.999985
1.000000,3.000000,0.901091,0.004486,0.372818
1.000000,4.000000,1.000000,0.011057,0.000002
1.000000,5.000000,1.000000,0.002574,0.060130
1.000000,6.000000,0.386418,0.004760,0.986608
1.000000,7.000000,1.000000,0.002738,1.000000
1.000000,8.000000,0.019592,0.038715,0.000002
1.000000,9.000000,0.032433,0.108529,0.000002
1.000000,10.000000,1.000000,0.003921,0.000002
1.000000,11.000000,1.000000,0.001850,0.994354
1.000000,12.000000,1.000000,0.002000,0.999513
2.000000,1.000000,0.022051,0.041666,0.000002
2.000000,2.000000,0.274974,0.003640,0.980579
2.000000,3.000000,0.631473,0.005055,1.000000
2.000000,4.000000,0.732559,0.002100,1.000000
2.000000,5.000000,0.067870,0.048588,0.108256
2.000000,6.000000,0.302647,0.183492,0.786631
2.000000,7.000000,0.020254,0.038867,0.000002
2.000000,8.000000,0.032377,0.044488,0.000002
2.000000,9.000000,0.018499,0.063189,0.000002
2.000000,10.000000,0.029525,0.042313,0.000002
2.000000,11.000000,0.038250,0.041658,0.130205
2.000000,12.000000,0.046468,0.034463,0.000002
